新疆城建（集团）股份有限公司工程事业部
15	沥青路面铣刨厚度5cm	m2	9	9	全部费用	按平方计算，含人工、清扫、清运等全部工作内容																											
16	混凝土路面铣刨厚度2cm	m2	10	10	全部费用	按平方计算，含人工、清扫、清运等全部工作内容																											
17	安装混凝土路缘石	m	28	28	除主材以外的所有费用	包括浇筑混凝土靠背、垫层、模板安拆、路缘石安装，材料转运、现场清理																											
18	安装混凝土路缘石（老旧小区）	m	30	30	除主材以外的所有费用	包括浇筑混凝土靠背、垫层、模板安拆、路缘石安装，材料转运、现场清理																											
19	安装混凝土路界石	m	13	13	除主材以外的所有费用	包括浇筑混凝土靠背、垫层、模板安拆、路缘石安装，材料转运、现场清理																											
20	安装混凝土路界石（老旧小区）	m	14	14	除主材以外的所有费用	包括浇筑混凝土靠背、垫层、模板安拆、路缘石安装，材料转运、现场清理																											
21	安装混凝土路平石	m	5	5	除主材以外的所有费用	包括垫层、模板安拆、路平石安装，材料转运、现场清理																											
22	砼垫层（7~15cm）	m2	8	8	除主材以外的所有费用	包括模板安拆、浇筑混凝土、收光、养护、材料转运、现场清理																											
23	混凝土场平
（20cm以下）	m2	15	15	除主材以外的所有费用	包括模板安拆、浇筑混凝土、收光、养护、切缝、材料转运、现场清理																											
24	混凝土场平
（20cm以上）	m2	18	18	除主材以外的所有费用	包括模板安拆、浇筑混凝土、收光、养护、切缝、材料转运、现场清理																											
25	花砖、透水砖铺设	m2	20	20	除主材以外的所有费用	指挥卸材料、花砖铺设、干铺砂浆、材料转运、现场清理																											
26	花砖、透水砖铺设（老旧小区）	m2	25	25	除主材以外的所有费用	指挥卸材料、花砖铺设、干铺砂浆、材料转运、现场清理																											
27	3cm火烧板铺设	m2	35	35	除主材以外的所有费用	指挥卸材料、干铺砂浆、火烧板铺设、材料转运、现场清理																											
28	6cm火烧板铺设	m2	45	45	除主材以外的所有费用	指挥卸材料、干铺砂浆、火烧板铺设、材料转运、现场清理																											
29	8cm火烧板铺设	m2	询价	55	除主材以外的所有费用	指挥卸材料、干铺砂浆、火烧板铺设、材料转运、现场清理																											
29	10cm火烧板铺设	m2	询价	65	除主材以外的所有费用	指挥卸材料、干铺砂浆、火烧板铺设、材料转运、现场清理																											
30	火烧板铺设（台阶，按投影面积计算）	m2	70	70	除主材以外的所有费用	指挥卸材料、干铺砂浆、火烧板铺设、材料转运、现场清理																											
31	6cm仿石面砖	m2	35	35	除主材以外的所有费用	包含基层整平、水泥砂浆、仿石面砖铺设等所有工作内容																											
32	6cm仿石面砖（老旧小区）	m2	42	42	除主材以外的所有费用	包含基层整平、水泥砂浆、仿石面砖铺设等所有工作内容																											
33	嵌草砖铺设	m2	18	18	除主材以外的所有费用	包含基层整平、混凝土、水泥砂浆、嵌草砖等所有工作内容																											
34	花岗岩树池路沿石安装	m	28	28	除主材以外的所有费用	包含基层整平、混凝土、水泥砂浆、安装树池路沿石等所有工作内容																											
35	花岗岩路沿石安装750*150*380	m	39	39	除主材以外的所有费用	包括浇筑混凝土靠背、垫层、模板安拆、路沿石安装，材料转运、现场清理																											
36	花岗岩路沿石安装800*200*380	m	37	37	除主材以外的所有费用	包括浇筑混凝土靠背、垫层、模板安拆、路沿石安装，材料转运、现场清理																											
37	花岗岩路界石安装750*200*100/500*300*150	m	21	21	除主材以外的所有费用	包括浇筑混凝土靠背、垫层、模板安拆、路界石安装，材料转运、现场清理																											
38	花岗岩路沿石安装800*200*380（弧形）	m	47	47	除主材以外的所有费用	包括浇筑混凝土靠背、垫层、模板安拆、路沿石安装，材料转运、现场清理																											
39	花岗岩L型路沿石安装750*310*200	m	41	41	除主材以外的所有费用	包括浇筑混凝土靠背、垫层、模板安拆、路沿石安装，材料转运、现场清理																											
40	花岗岩L型路沿石安装900*310*200	m	53	53	除主材以外的所有费用	包括浇筑混凝土靠背、垫层、模板安拆、路沿石安装，材料转运、现场清理																											
41	花岗岩路界石安装
500*200*100	m	17	17	除主材以外的所有费用	包括浇筑混凝土靠背、垫层、模板安拆、路界石安装，材料转运、现场清理																											
42	仿石路沿石（新建）750*150*380/1000*380*120	m	31	31	除主材以外的所有费用	包括浇筑混凝土靠背、垫层、模板安拆、路缘石安装，材料转运、现场清理																											
43	仿石路界石安装（老旧小区）	m	19	19	除主材以外的所有费用	包括浇筑混凝土靠背、垫层、模板安拆、路缘石安装，材料转运、现场清理																											
44	仿石路沿石（旧路改造）750*150*380/1000*380*120	m	34	34	除主材以外的所有费用	包括浇筑混凝土靠背、垫层、模板安拆、路缘石安装，材料转运、现场清理																											
45	仿石路界石（新建）	m	15	15	除主材以外的所有费用	包括浇筑混凝土靠背、垫层、模板安拆、路缘石安装，材料转运、现场清理																											
46	仿石路界石（旧路改造）	m	17	17	除主材以外的所有费用	包括浇筑混凝土靠背、垫层、模板安拆、路缘石安装，材料转运、现场清理																											
47	钢管安装DN50以内	m	4	4	除主材以外的所有费用	管线切割、安装、焊接等																											
48	钢管安装DN50-DN100	m	8	8	除主材以外的所有费用	管线切割、安装、焊接等																											
49	钢管安装DN159	m	10	10	除主材以外的所有费用	管线切割、安装、焊接等																											
50	钢管安装DN200	m	15	15	除主材以外的所有费用	管线切割、安装、焊接等																											
51	花岗岩挡车石安装（圆形、矩形）	个	100	100	除主材以外的所有费用	挖槽、安装隔离墩、拌和砂浆、勾缝等全部工作内容																											
52	花岗岩挡车石安装（圆形、矩形）（老旧小区）	个	150	150	除主材以外的所有费用	挖槽、安装隔离墩、拌和砂浆、勾缝等全部工作内容																											
53	分隔柱（热镀锌钢管DN125*4.0*930）	根	80	80	除主材以外的所有费用	包括混凝土基础浇筑，水钻开洞，分隔柱钢管安装，刷漆，材料转运，现场清理。除主材外所有完成该项所有内容。																											
三	管线工程																																
1	砂基	m3	15	15	除砾石砂、碎石材料费外的全部费用	指挥卸材料、铺平、夯实、找坡等																											
2	混凝土基础	m3	50	50	单价包含除混凝土的所有费用	人工浇筑混凝土、洒水、养护以及小型机具等																											
（一）	双壁波纹管																																
1	DN200	m	15	15	除管材外的全部费用	管道场内运输、下管、调直、铺设、闭水试验																											
2	DN200（老旧小区）	m	18	18	除管材外的全部费用	管道场内运输、下管、调直、铺设、闭水试验																											
4	DN300	m	20	20	除管材外的全部费用	管道场内运输、下管、调直、铺设、闭水试验																											
5	DN300（老旧小区）	m	23	23	除管材外的全部费用	管道场内运输、下管、调直、铺设、闭水试验																											
7	DN400	m	25	25	除管材外的全部费用	管道场内运输、下管、调直、铺设、闭水试验																											
8	DN400（老旧小区）	m	28	28	除管材外的全部费用	管道场内运输、下管、调直、铺设、闭水试验																											
9	DN500	m	28	28	除管材外的全部费用	管道场内运输、下管、调直、铺设、闭水试验																											
10	DN500（老旧小区）	m	30	30	除管材外的全部费用	管道场内运输、下管、调直、铺设、闭水试验																											
11	DN600	m	35	35	除管材外的全部费用	管道场内运输、下管、调直、铺设、闭水试验																											
（二）	PE管（热熔连接）																																
1	DE50以下	m	5	5	除管材以外的所有费用	管道场内运输、下管、调直、管件安装（包含阀门、滴灌配件等，不含喷头安装）、铺设、闭水试验	综合管沟施工每米增加2元																										
2	DE50~DE80	m	6.5	6.5	除管材以外的所有费用	管道场内运输、下管、调直、管件安装（包含阀门、滴灌配件等，不含喷头安装）、铺设、闭水试验																											
3	DE100	m	9	9	除管材以外的所有费用	管道场内运输、下管、调直、管件安装（包含阀门、滴灌配件等，不含喷头安装）、铺设、闭水试验																											
9	DE125	m	13	13	除管材以外的所有费用	管道场内运输、下管、调直、管件安装（含阀门）、铺设、闭水试验																											
11	DE160	m	18	18	除管材以外的所有费用	管道场内运输、下管、调直、管件安装（含阀门）、铺设、闭水试验																											
12	DE200	m	28	28	除管材以外的所有费用	管道场内运输、下管、调直、管件安装（含阀门）、铺设、闭水试验																											
13	DE300	m	38	38	除管材以外的所有费用	管道场内运输、下管、调直、管件安装（含阀门）、铺设、闭水试验																											
14	DE400	m	43	43	除管材以外的所有费用	管道场内运输、下管、调直、管件安装（含阀门）、铺设、闭水试验																											
14	DE500	m	询价	53	除管材以外的所有费用	管道场内运输、下管、调直、管件安装（含阀门）、铺设、闭水试验																											
14	DE630	m	询价	63	除管材以外的所有费用	管道场内运输、下管、调直、管件安装（含阀门）、铺设、闭水试验																											
（三）	球磨铸铁管																																
1	DN100	m	15	15	人工费、除铸铁管道及相应配件以外的材料费、机械费	管道场内运输、下管、调直、铺设、管配件焊接安装、闭水试验																											
2	DN200	m	25	25	人工费、除铸铁管道及相应配件以外的材料费、机械费，不包括井	管道场内运输、下管、调直、铺设、管配件焊接安装、闭水试验																											
3	DN300	m	30	30	人工费、除铸铁管道及相应配件以外的材料费、机械费	管道场内运输、下管、调直、铺设、管配件焊接安装、闭水试验																											
4	DN400	m	40	40	人工费、除铸铁管道及相应配件以外的材料费、机械费	管道场内运输、下管、调直、铺设、管配件焊接安装、闭水试验																											
5	DN500	m	50	50	人工费、除铸铁管道及相应配件以外的材料费、机械费	管道场内运输、下管、调直、铺设、管配件焊接安装、闭水试验																											
6	DN600	m	60	60	人工费、除铸铁管道及相应配件以外的材料费、机械费	管道场内运输、下管、调直、铺设、管配件焊接安装、闭水试验																											
7	DN800	m	85	85	人工费、除铸铁管道及相应配件以外的材料费、机械费	管道场内运输、下管、调直、铺设、管配件焊接安装、闭水试验																											
8	DN1000	m	95	95	人工费、除铸铁管道及相应配件以外的材料费、机械费	管道场内运输、下管、调直、铺设、管配件焊接安装、闭水试验																											
9	DN1200	m	110	110	人工费、除铸铁管道及相应配件以外的材料费、机械费	管道场内运输、下管、调直、铺设、管配件焊接安装、闭水试验																											
（四）	混凝土管																																
1	≤φ300管道铺设	m	30	30	除管材、砼外的全部费用	管道场内运输、下管、调直、铺设、管配件安装、闭水试验（雨水支管每米增加2元）																											
2	≤φ400管道铺设	m	40	40	除管材、砼外的全部费用	管道场内运输、下管、调直、铺设、管配件安装、闭水试验																											
3	φ500管道铺设	m	45	45	除管材、砼外的全部费用	管道场内运输、下管、调直、铺设、管配件安装、闭水试验																											
4	φ600管道铺设	m	50	50	除管材、砼外的全部费用	管道场内运输、下管、调直、铺设、管配件安装、闭水试验																											
5	φ700管道铺设	m	60	60	除管材、砼外的全部费用	管道场内运输、下管、调直、铺设、管配件安装、闭水试验																											
6	Φ800管道铺设	m	70	70	除管材、砼外的全部费用	管道场内运输、下管、调直、铺设、管配件安装、闭水试验																											
7	φ1000管道铺设	m	85	85	除管材、砼外的全部费用	管道场内运输、下管、调直、铺设、管配件安装、闭水试验																											
8	φ1200管道铺设	m	100	100	除管材、砼外的全部费用	管道场内运输、下管、调直、铺设、管配件安装、闭水试验																											
9	φ1650管道铺设	m	120	120	除管材、砼外的全部费用	管道场内运输、下管、调直、铺设、管配件安装、闭水试验																											
（五）	电力排管																																
1	CPVC/UPVC管
150*6.5*6000 SN8	m	3.2	3.2	除管材外全部费用	管道场内运输、下管、调直、铺设、管卡安装																											
1	PE63~75	m	2	2	除管材外全部费用	管道场内运输、下管、调直、铺设、管卡安装																											
3	PVCφ108七（五）孔梅花管	m	2	2	除管材外全部费用	管道场内运输、下管、调直、铺设、管卡安装																											
4	接地母线	m	3	3	除主材外全部费用	管道场内运输、调直、下料、焊接、安装固定等																											
5	接地极	根	20	20	除主材外全部费用	下料、尖端加工、刷漆、焊接并打入地下，含材料装卸及现场倒运																											
6	包封混凝土	m3	50	50	除混凝土外所有费用	人工浇筑混凝土、洒水、养护以及小型机具等																											
7	包封模板	m2	50	50	全部费用	完成工作的所有工序，安装拆除、模板及小型材料费用																											
8	钢管安装DN50以内	m	10	10	除主材以外的所有费用	管道场内运输、调直、下料、管线切割、安装、焊接、配件阀门等安装等	不是过路横穿钢管，整条管线都是钢管安装，需要焊接的部位较多时，包含管配件焊接安装等																										
9	钢管安装DN80	m	12	12	除主材以外的所有费用	管道场内运输、调直、下料、管线切割、安装、焊接、配件阀门等安装等																											
10	钢管安装DN100	m	15	15	除主材以外的所有费用	管道场内运输、调直、下料、管线切割、安装、焊接、配件阀门等安装等																											
11	钢管安装DN150	m	20	20	除主材以外的所有费用	管道场内运输、调直、下料、管线切割、安装、焊接、配件阀门等安装等																											
12	钢管安装DN200	m	30	30	除主材以外的所有费用	管道场内运输、调直、下料、管线切割、安装、焊接、配件阀门等安装等																											
（六）	热力管线																																
1	暖气焊管D45*2.8至D57*3.5安装	m	33	33	除管材外全部费用	检查清扫、管道场内运输、下管、对口、调直、焊接、管配件阀门等焊接安装，闭水试验等全部工作内容																											
2	暖气焊管D65*4.0至D76*4.0安装	m	48	48	除管材外全部费用	检查清扫、管道场内运输、下管、对口、调直、焊接、管配件阀门等焊接安装，闭水试验等全部工作内容																											
3	暖气焊管D89*4.0安装	m	68	68	除管材外全部费用	检查清扫、管道场内运输、下管、对口、调直、焊接、管配件阀门等焊接安装，闭水试验等全部工作内容																											
4	暖气焊管D108*4.5至D133*4.5安装	m	78	78	除管材外全部费用	检查清扫、管道场内运输、下管、对口、调直、焊接、管配件阀门等焊接安装，闭水试验等全部工作内容																											
5	暖气焊管D159*3.5安装	m	93	93	除管材外全部费用	检查清扫、管道场内运输、下管、对口、调直、焊接、管配件阀门等焊接安装，闭水试验等全部工作内容																											
6	暖气焊管D159*4.5安装	m	93	93	除管材外全部费用	检查清扫、管道场内运输、下管、对口、调直、焊接、管配件阀门等焊接安装，闭水试验等全部工作内容																											
7	暖气焊管D219*3.5安装	m	117	117	除管材外全部费用	检查清扫、管道场内运输、下管、对口、调直、焊接、管配件阀门等焊接安装，闭水试验等全部工作内容																											
8	暖气焊管D273*7.0安装	m	122	122	除管材外全部费用	检查清扫、管道场内运输、下管、对口、调直、焊接、管配件阀门等焊接安装，闭水试验等全部工作内容																											
9	暖气焊管D325*8.0安装	m	127	127	除管材外全部费用	检查清扫、管道场内运输、下管、对口、调直、焊接、管配件阀门等焊接安装，闭水试验等全部工作内容																											
10	暖气焊管D377*7安装	m	167	167	除管材外全部费用	检查清扫、管道场内运输、下管、对口、调直、焊接、管配件阀门等焊接安装，闭水试验等全部工作内容																											
11	暖气焊管D426*7安装（老旧小区）	m	202	202	除管材外全部费用	检查清扫、管道场内运输、下管、对口、调直、焊接、管配件阀门等焊接安装，闭水试验等全部工作内容																											
12	暖气焊管D450*7安装（老旧小区）	m	217	217	除管材外全部费用	检查清扫、管道场内运输、下管、对口、调直、焊接、管配件阀门等焊接安装，闭水试验等全部工作内容																											
13	暖气焊管D500*7安装（老旧小区）	m	247	247	除管材外全部费用	检查清扫、管道场内运输、下管、对口、调直、焊接、管配件阀门等焊接安装，闭水试验等全部工作内容																											
14	暖气焊管D630*8安装（老旧小区）	m	297	297	除管材外全部费用	检查清扫、管道场内运输、下管、对口、调直、焊接、管配件阀门等焊接安装，闭水试验等全部工作内容																											
（七）	复合管																																
1	钢丝网骨架复合管(DN50）	m	8	8	单价包含除主材以外的所有费用	管道场内运输、下管、调直、铺设、配件安装、闭水试验																											
2	钢丝网骨架复合管(DN70）	m	8	8	单价包含除主材以外的所有费用	管道场内运输、下管、调直、铺设、配件安装、闭水试验																											
3	钢丝网骨架复合管(DN80）	m	8	8	单价包含除主材以外的所有费用	管道场内运输、下管、调直、铺设、配件安装、闭水试验																											
4	钢丝网骨架复合管(DN100）	m	10	10	单价包含除主材以外的所有费用	管道场内运输、下管、调直、铺设、配件安装、闭水试验																											
5	钢丝网骨架复合管(DN125）	m	15	15	单价包含除主材以外的所有费用	管道场内运输、下管、调直、铺设、配件安装、闭水试验																											
6	钢丝网骨架复合管(DN150）	m	20	20	单价包含除主材以外的所有费用	管道场内运输、下管、调直、铺设、配件安装、闭水试验																											
7	钢丝网骨架复合管(DN200）	m	30	30	单价包含除主材以外的所有费用	管道场内运输、下管、调直、铺设、配件安装、闭水试验																											
（八）	涂塑钢管																																
1	涂塑钢管DN150(壁厚6mm)	m	93	93	除主材以外的所有费用	管道场内运输、调直、下料、管线切割、安装、焊接、配件阀门等安装等																											
2	涂塑钢管DN200(壁厚6mm)	m	117	117	除主材以外的所有费用	管道场内运输、调直、下料、管线切割、安装、焊接、配件阀门等安装等																											
3	涂塑钢管DN300(壁厚6mm)	m	127	127	除主材以外的所有费用	管道场内运输、调直、下料、管线切割、安装、焊接、配件阀门等安装等																											
4	涂塑钢管DN400(壁厚7mm)	m	202	202	除主材以外的所有费用	管道场内运输、调直、下料、管线切割、安装、焊接、配件阀门等安装等																											
5	涂塑钢管DN500(壁厚9mm)	m	247	247	除主材以外的所有费用	管道场内运输、调直、下料、管线切割、安装、焊接、配件阀门等安装等																											
（八）	井(雨、污、手孔、绿化、消防、电力井、雨水井篦）																																
1	混凝土垫层	m2	10	10	除混凝土外所有费用	人工浇筑混凝土、振捣、洒水、养护以及小型机具等																											
2	混凝土基础	m3	50	50	除混凝土外所有费用	人工浇筑混凝土、振捣、洒水、养护以及小型机具等																											
3	混凝土墙身	m3	50	50	除混凝土外所有费用	人工浇筑混凝土、振捣、洒水、养护以及小型机具等																											
4	模块井砌筑及混凝土灌芯	m3	450	450	除混凝土外所有费用	人工浇筑混凝土、洒水、养护等																											
5	钢筋	t	1350	1350	单价包含除主材以外的所有费用	加工、运输、安装、绑扎等																											
6	模板	m2	50	50	全部费用	完成工作的所有工序，安装拆除、模板及小型材料费用																											
7	砌块砌筑（新建）	m3	260	260	除主材外的所有费用	场内材料运输、人工砌筑砌块、预埋爬梯、现场砂浆制作以及小型机具等																											
8	砌块砌筑（老旧小区改造）	m3	300	300	除主材外的所有费用	场内材料运输、人工砌筑砌块、预埋爬梯、现场砂浆制作以及小型机具等																											
9	抹灰	m2	22	22	除主材外的所有费用	完成该项所有内容																											
10	防腐	m2	3	3	除主材外的所有费用	完成该项所有内容																											
11	预制混凝土井盖板安装	个	50	50	除主材外的所有费用	完成该项所有内容																											
12	铸铁井盖、座安装	个	50	50	除主材外的所有费用	完成该项所有内容																											
13	铸铁平痹安装	座	40	40	除主材外的所有费用	完成该项所有内容																											
14	抛石挤淤	m3	20	20	除主材外的所有费用	完成该项所有内容																											
15	提升井子、雨水口（人行道、机动车道）	座	180	180	除主材外的所有费用	完成该项所有内容																											
16	现浇混凝土井（井室）	m³	600	600	单价包含除混凝土以外的所有费用	含混凝土浇筑、模板安拆、模板由劳务队提供，除主材外的所有材料、完成该项所有内容																											
17	现浇混凝土井（钢筋制作安装）	t	1800	1800	单价包含除钢筋以外的所有费用（单座井钢筋含量0.5T）	加工、运输、安装、绑扎等																											
18	预制混凝土成品井按装	座	300	300	单价包含除主材以外的所有费用	含成品井坐浆、调直、人工配合机械安装、洞口封堵、流槽砌筑等该项全部工作内容																											
19	安装排水沟预制板	m	75	75	单价包含除主材以外的所有费用	完成该项所有内容																											
（九 ）	电缆、桥架																																
7	穿管敷设-电力电缆截面积10mm以下	m	5	5	单价包含除主材以外的所有费用（含辅材、铜接线鼻子）	开盘，检查，倒运材料，含揭盖板、穿线、固定、成品保护、封头、挂牌、配合试验、电缆头、中间头制作安装、压铜接线端子的制作安装等																											
8	穿管敷设-电力电缆截面积16-35mm	m	9	9	单价包含除主材以外的所有费用（含辅材、铜接线鼻子）																												
9	穿管敷设-电力电缆截面积50-70mm	m	14	14	单价包含除主材以外的所有费用（含辅材、铜接线鼻子）																												
10	穿管敷设-电力电缆截面积95-120mm	m	18	18	单价包含除主材以外的所有费用（含辅材、铜接线鼻子）																												
11	穿管敷设-电力电缆截面积150-185mm	m	28	28	单价包含除主材以外的所有费用（含辅材、铜接线鼻子）																												
12	穿管敷设-电力电缆截面积185mm以上	m	35	35	单价包含除主材以外的所有费用（含辅材、铜接线鼻子）																												
13	架空敷设-电缆截面积10mm以下	m	7	7	单价包含除主材以外的所有费用（含辅材、铜接线鼻子）	开盘，检查，倒运材料，含揭盖板、穿线、固定、成品保护、封头、挂牌、配合试验、电缆头、中间头制作安装、压铜接线端子的制作安装等																											
14	架空敷设-电缆截面积16-35mm	m	15	15	单价包含除主材以外的所有费用（含辅材、铜接线鼻子）																												
15	架空敷设-电缆截面积50-70mm	m	21	21	单价包含除主材以外的所有费用（含辅材、铜接线鼻子）																												
16	架空敷设-电缆截面积95-120mm	m	28	28	单价包含除主材以外的所有费用（含辅材、铜接线鼻子）																												
17	架空敷设-电缆截面积150-185mm	m	32	32	单价包含除主材以外的所有费用（含辅材、铜接线鼻子）																												
18	架空敷设-电缆截面积185mm以上	m	37	37	单价包含除主材以外的所有费用（含辅材、铜接线鼻子）																												
19	电缆线 RVV/RVVP	m	2	2	单价包含除主材以外的所有费用	完成该项所有内容																											
20	桥架安装(宽+高≤200mm)	m	25	25	单价包含除主材以外的所有费用	成品桥架安装、含支架安装、焊接、螺栓固定、弯头、盖板、隔板以及附件等安装焊接等，并包含搭脚手架、理线等全部工作内容																											
21	桥架安装(宽+高≤400mm)	m	35	35	单价包含除主材以外的所有费用																												
22	桥架安装(宽+高≤600mm)	m	50	50	单价包含除主材以外的所有费用																												
23	桥架安装(宽+高≤800mm)	m	60	60	单价包含除主材以外的所有费用																												
24	防火堵洞	处	5	5	单价包含除主材以外的所有费用	完成该项所有内容																											
（十 ）	小区路灯、栏杆																																
1	庭院灯安装	套	95	95	除主材外所有费用	灯杆高3.5m,包含预埋件安装、杆内接线、灯杆安装、灯头安装、调试等。																											
2	草坪灯	套	50	50	除主材外所有费用	包含预埋件安装、杆内接线、灯杆安装、灯头安装、调试等。																											
3	射灯	套	15	15	除主材外所有费用	包含预埋件安装、杆内接线、灯杆安装、灯头安装、调试等。																											
4	拆除路灯	根	50	50	单价包含除主材以外的所有费用	含路灯基础、管线、电缆拆除、清理，卸车归还业主，运送至业主指定地点																											
5	铁艺栏杆安装（1.2-2m）	m	18	18	单价包含除主材以外的所有费用	预埋件安装、铁艺围栏安装、小型机具使用、材料转运、清理现场垃圾等																											
（十一）	维修改造工程																																
1	拆除花砖	m2	8	8	除机械外所有费用	人工配合机械拆除花砖、清底、场内运输、旧料清理成堆等全部工作内容																											
2	人工配合机械拆除火烧板
（火烧板不可利用）	m2	8	8	除机械外所有费用	人工配合机械拆除花砖、清底、场内运输、旧料清理成堆等全部工作内容																											
3	人工拆除火烧板
（火烧板可利用）	m2	120	120	除主材以外的所有费用	人工拆除火烧板、凿除混凝土垫层、旧料清理、铺设等全部工作内容																											
4	拆除路缘石	m	10	10	除机械外所有费用	人工配合机械刨出、刮净、场内运输、旧料清理成堆等全部工作内容																											
5	拆除路界石	m	10	10	除机械外所有费用	人工配合机械刨出、刮净、场内运输、旧料清理成堆等全部工作内容																											
6	拆除护栏及安装	m	10	10	除机械外所有费用	人工配合机械拆除、清理、场内运输、旧料清理成堆等全部工作内容																											
7	道路零星补油（人工）单天1000㎡以下	m2	10	10	人工费	人工配合挖机摊铺，并分层打夯碾压，项目部提供挖掘机和水车，路面项目部提供压实机械																											
8	道路零星补油（含人工切割、垃圾清理、机械铺油）单天1000m2以下	m2	15	15	人工费+压实机械	人工配合切割、清理垃圾至指定位置、配合挖机摊铺，分层夯实碾压；项目部提供挖掘机、水车；垃圾处理由项目部负责；路面项目部提供压实机械；																											
	灌缝	m	4	4	包工包料	缝隙清理、吹扫、清理垃圾、沥青灌缝（含材料），小型机具、文明施工导改等完成该项工作的全部内容																											
9	更换阀门（DN100-DN200）	个	45	45	单价包含除主材以外的所有费用	阀门安装等完成该项工作的全部内容																											
10	更换阀门DN250	个	60	60	单价包含除主材以外的所有费用	阀门安装等完成该项工作的全部内容																											
11	更换阀门DN300	个	80	80	单价包含除主材以外的所有费用	阀门安装等完成该项工作的全部内容																											
12	更换阀门DN350	个	100	100	单价包含除主材以外的所有费用	阀门安装等完成该项工作的全部内容																											
13	更换阀门DN400	个	120	120	单价包含除主材以外的所有费用	阀门安装等完成该项工作的全部内容																											
14	成品果皮箱安装	个	50	50	单价包含除主材以外的所有费用	地坪整理，成品果皮箱安装完成该项工作的全部内容																											
15	坐凳安装（组装式）	个	100	100	单价包含除主材以外的所有费用	地坪整理，坐凳安装固定完成该项工作的全部内容																											
（十二）	其他工程																																
1	围挡安拆（无基础）	m	45	45	单价包含除主材以外的所有费用	包含施工围挡安装、拆除、移动等人工费，不按累计搭设计算，按施工段落计算（根据现场施工，结合业主、监理、施工方案重复移动安拆等不重复计算）																											
2	砌筑围挡基础	m3	180	180	单价包含除主材以外的所有费用	场内材料运输、人工砌筑、现场砂浆制作以及小型机具等																											
